timestamp,datetime,track_id,change_type,capacity,used_before,used_after,utilization_before_percent,utilization_after_percent,change_amount,triggered_by
1045.5,2025-12-01T17:25:30+00:00,retrofitted1,capacity_reserved,528.0,80.8,125.0,15.303030303030301,23.674242424242426,44.2,"batch_2_wagons[W0017,W0018]"
1050.5,2025-12-01T17:30:30+00:00,retrofit2,capacity_released,319.5,299.4,255.39999999999998,93.70892018779342,79.93740219092331,-44.0,"batch_2_wagons[W0023,W0024]"
1055.5,2025-12-01T17:35:30+00:00,retrofitted1,capacity_released,528.0,125.0,44.2,23.674242424242426,8.371212121212123,-80.8,"batch_4_wagons[W0013,W0014,W0015,W0016]"
1108.5,2025-12-01T18:28:30+00:00,retrofitted1,capacity_reserved,528.0,44.2,84.7,8.371212121212123,16.041666666666668,40.5,"batch_2_wagons[W0019,W0020]"
1113.5,2025-12-01T18:33:30+00:00,retrofit2,capacity_released,319.5,255.39999999999998,211.79999999999998,79.93740219092331,66.29107981220656,-43.6,"batch_2_wagons[W0025,W0026]"
1122.0,2025-12-01T18:42:00+00:00,parking12,capacity_reserved,375.0,0.0,80.8,0.0,21.546666666666667,80.8,"batch_4_wagons[W0013,W0014,W0015,W0016]"
1142.5,2025-12-01T19:02:30+00:00,collection1,capacity_released,375.0,364.89999999999986,244.59999999999985,97.30666666666663,65.22666666666662,-120.3,"batch_6_wagons[W0038,W0039,W0040,W0041,W0042,W0043]"
1142.5,2025-12-01T19:02:30+00:00,retrofit1,capacity_reserved,319.5,189.7,310.0,59.37402190923318,97.0266040688576,120.3,"batch_6_wagons[W0038,W0039,W0040,W0041,W0042,W0043]"
1143.0,2025-12-01T19:03:00+00:00,retrofitted1,capacity_reserved,528.0,84.7,115.0,16.041666666666668,21.78030303030303,30.299999999999997,"batch_2_wagons[W0021,W0022]"
1148.0,2025-12-01T19:08:00+00:00,retrofit1,capacity_released,319.5,310.0,266.6,97.0266040688576,83.44287949921754,-43.4,"batch_2_wagons[W0056,W0057]"
1160.5,2025-12-01T19:20:30+00:00,retrofitted1,capacity_reserved,528.0,115.0,159.0,21.78030303030303,30.113636363636363,44.0,"batch_2_wagons[W0023,W0024]"
