timestamp,datetime,wagon_id,train_id,event,track_id,status,rejection_reason,rejection_description
4207.0,2025-12-03T22:07:00+00:00,W0176,,RETROFIT_COMPLETED,WS_01,COMPLETED,,
4207.5,2025-12-03T22:07:30+00:00,W0155,,RETROFIT_COMPLETED,WS_02,COMPLETED,,
4207.5,2025-12-03T22:07:30+00:00,W0156,,RETROFIT_COMPLETED,WS_02,COMPLETED,,
4209.0,2025-12-03T22:09:00+00:00,W0160,,RAKE_COUPLING_STARTED,collection2,COUPLING,,
4209.0,2025-12-03T22:09:00+00:00,W0161,,RAKE_COUPLING_STARTED,collection2,COUPLING,,
4209.0,2025-12-03T22:09:00+00:00,W0162,,RAKE_COUPLING_STARTED,collection2,COUPLING,,
4209.0,2025-12-03T22:09:00+00:00,W0163,,RAKE_COUPLING_STARTED,collection2,COUPLING,,
4209.0,2025-12-03T22:09:00+00:00,W0164,,RAKE_COUPLING_STARTED,collection2,COUPLING,,
4212.5,2025-12-03T22:12:30+00:00,W0146,,RAKE_COUPLING_STARTED,WS_01,COUPLING,,
4212.5,2025-12-03T22:12:30+00:00,W0176,,RAKE_COUPLING_STARTED,WS_01,COUPLING,,
4213.0,2025-12-03T22:13:00+00:00,W0155,,RAKE_COUPLING_STARTED,WS_02,COUPLING,,
4213.0,2025-12-03T22:13:00+00:00,W0156,,RAKE_COUPLING_STARTED,WS_02,COUPLING,,
4214.5,2025-12-03T22:14:30+00:00,W0146,,RAKE_COUPLING_COMPLETED,WS_01,WAITING,,
4214.5,2025-12-03T22:14:30+00:00,W0176,,RAKE_COUPLING_COMPLETED,WS_01,WAITING,,
4214.5,2025-12-03T22:14:30+00:00,W0146,,MOVING,WS_01,MOVING,,
4214.5,2025-12-03T22:14:30+00:00,W0176,,MOVING,WS_01,MOVING,,
4215.0,2025-12-03T22:15:00+00:00,W0155,,RAKE_COUPLING_COMPLETED,WS_02,WAITING,,
4215.0,2025-12-03T22:15:00+00:00,W0156,,RAKE_COUPLING_COMPLETED,WS_02,WAITING,,
4215.0,2025-12-03T22:15:00+00:00,W0155,,MOVING,WS_02,MOVING,,
4215.0,2025-12-03T22:15:00+00:00,W0156,,MOVING,WS_02,MOVING,,
4219.5,2025-12-03T22:19:30+00:00,W0146,,ON_RETROFITTED_TRACK,retrofitted1,WAITING,,
4219.5,2025-12-03T22:19:30+00:00,W0176,,ON_RETROFITTED_TRACK,retrofitted1,WAITING,,
4220.0,2025-12-03T22:20:00+00:00,W0160,,MOVING,collection2,MOVING,,
4220.0,2025-12-03T22:20:00+00:00,W0161,,MOVING,collection2,MOVING,,
4220.0,2025-12-03T22:20:00+00:00,W0162,,MOVING,collection2,MOVING,,
4220.0,2025-12-03T22:20:00+00:00,W0163,,MOVING,collection2,MOVING,,
4220.0,2025-12-03T22:20:00+00:00,W0164,,MOVING,collection2,MOVING,,
4220.0,2025-12-03T22:20:00+00:00,W0155,,ON_RETROFITTED_TRACK,retrofitted1,WAITING,,
4220.0,2025-12-03T22:20:00+00:00,W0156,,ON_RETROFITTED_TRACK,retrofitted1,WAITING,,
4221.0,2025-12-03T22:21:00+00:00,W0135,,PARKED,parking9,PARKED,,
4221.0,2025-12-03T22:21:00+00:00,W0136,,PARKED,parking9,PARKED,,
4221.0,2025-12-03T22:21:00+00:00,W0174,,PARKED,parking9,PARKED,,
4221.0,2025-12-03T22:21:00+00:00,W0175,,PARKED,parking9,PARKED,,
4221.0,2025-12-03T22:21:00+00:00,W0137,,PARKED,parking9,PARKED,,
4234.5,2025-12-03T22:34:30+00:00,W0147,,MOVING,retrofit2,MOVING,,
4234.5,2025-12-03T22:34:30+00:00,W0157,,MOVING,retrofit2,MOVING,,
4235.0,2025-12-03T22:35:00+00:00,W0179,,MOVING,retrofit1,MOVING,,
4235.0,2025-12-03T22:35:00+00:00,W0148,,MOVING,retrofit1,MOVING,,
4239.5,2025-12-03T22:39:30+00:00,W0147,,AT_WORKSHOP,WS_01,ARRIVED,,
4239.5,2025-12-03T22:39:30+00:00,W0157,,AT_WORKSHOP,WS_01,ARRIVED,,
4240.0,2025-12-03T22:40:00+00:00,W0179,,AT_WORKSHOP,WS_02,ARRIVED,,
4240.0,2025-12-03T22:40:00+00:00,W0148,,AT_WORKSHOP,WS_02,ARRIVED,,
4242.5,2025-12-03T22:42:30+00:00,W0154,,PARKED,parking1,PARKED,,
4242.5,2025-12-03T22:42:30+00:00,W0146,,PARKED,parking1,PARKED,,
4242.5,2025-12-03T22:42:30+00:00,W0176,,PARKED,parking1,PARKED,,
4242.5,2025-12-03T22:42:30+00:00,W0155,,PARKED,parking1,PARKED,,
4245.5,2025-12-03T22:45:30+00:00,W0147,,RETROFIT_STARTED,WS_01,PROCESSING,,
4245.5,2025-12-03T22:45:30+00:00,W0157,,RETROFIT_STARTED,WS_01,PROCESSING,,
4246.0,2025-12-03T22:46:00+00:00,W0179,,RETROFIT_STARTED,WS_02,PROCESSING,,
4246.0,2025-12-03T22:46:00+00:00,W0148,,RETROFIT_STARTED,WS_02,PROCESSING,,
4262.5,2025-12-03T23:02:30+00:00,W0177,,RETROFIT_COMPLETED,WS_03,COMPLETED,,
4262.5,2025-12-03T23:02:30+00:00,W0178,,RETROFIT_COMPLETED,WS_03,COMPLETED,,
4268.0,2025-12-03T23:08:00+00:00,W0177,,RAKE_COUPLING_STARTED,WS_03,COUPLING,,
4268.0,2025-12-03T23:08:00+00:00,W0178,,RAKE_COUPLING_STARTED,WS_03,COUPLING,,
4270.0,2025-12-03T23:10:00+00:00,W0177,,RAKE_COUPLING_COMPLETED,WS_03,WAITING,,
4270.0,2025-12-03T23:10:00+00:00,W0178,,RAKE_COUPLING_COMPLETED,WS_03,WAITING,,
4270.0,2025-12-03T23:10:00+00:00,W0177,,MOVING,WS_03,MOVING,,
4270.0,2025-12-03T23:10:00+00:00,W0178,,MOVING,WS_03,MOVING,,
4275.0,2025-12-03T23:15:00+00:00,W0177,,ON_RETROFITTED_TRACK,retrofitted1,WAITING,,
4275.0,2025-12-03T23:15:00+00:00,W0178,,ON_RETROFITTED_TRACK,retrofitted1,WAITING,,
4280.0,2025-12-03T23:20:00+00:00,W0160,,ON_RETROFIT_TRACK,retrofit2,WAITING,,
4280.0,2025-12-03T23:20:00+00:00,W0161,,ON_RETROFIT_TRACK,retrofit2,WAITING,,
4280.0,2025-12-03T23:20:00+00:00,W0162,,ON_RETROFIT_TRACK,retrofit2,WAITING,,
4280.0,2025-12-03T23:20:00+00:00,W0163,,ON_RETROFIT_TRACK,retrofit2,WAITING,,
4280.0,2025-12-03T23:20:00+00:00,W0164,,ON_RETROFIT_TRACK,retrofit2,WAITING,,
4290.0,2025-12-03T23:30:00+00:00,W0158,,MOVING,retrofit2,MOVING,,
4290.0,2025-12-03T23:30:00+00:00,W0180,,MOVING,retrofit2,MOVING,,
4295.0,2025-12-03T23:35:00+00:00,W0158,,AT_WORKSHOP,WS_03,ARRIVED,,
4295.0,2025-12-03T23:35:00+00:00,W0180,,AT_WORKSHOP,WS_03,ARRIVED,,
4301.0,2025-12-03T23:41:00+00:00,W0158,,RETROFIT_STARTED,WS_03,PROCESSING,,
4301.0,2025-12-03T23:41:00+00:00,W0180,,RETROFIT_STARTED,WS_03,PROCESSING,,
4305.5,2025-12-03T23:45:30+00:00,W0147,,RETROFIT_COMPLETED,WS_01,COMPLETED,,
4305.5,2025-12-03T23:45:30+00:00,W0157,,RETROFIT_COMPLETED,WS_01,COMPLETED,,
4306.0,2025-12-03T23:46:00+00:00,W0179,,RETROFIT_COMPLETED,WS_02,COMPLETED,,
4306.0,2025-12-03T23:46:00+00:00,W0148,,RETROFIT_COMPLETED,WS_02,COMPLETED,,
4311.0,2025-12-03T23:51:00+00:00,W0147,,RAKE_COUPLING_STARTED,WS_01,COUPLING,,
4311.0,2025-12-03T23:51:00+00:00,W0157,,RAKE_COUPLING_STARTED,WS_01,COUPLING,,
4311.5,2025-12-03T23:51:30+00:00,W0179,,RAKE_COUPLING_STARTED,WS_02,COUPLING,,
4311.5,2025-12-03T23:51:30+00:00,W0148,,RAKE_COUPLING_STARTED,WS_02,COUPLING,,
4313.0,2025-12-03T23:53:00+00:00,W0147,,RAKE_COUPLING_COMPLETED,WS_01,WAITING,,
4313.0,2025-12-03T23:53:00+00:00,W0157,,RAKE_COUPLING_COMPLETED,WS_01,WAITING,,
4313.0,2025-12-03T23:53:00+00:00,W0147,,MOVING,WS_01,MOVING,,
4313.0,2025-12-03T23:53:00+00:00,W0157,,MOVING,WS_01,MOVING,,
4313.5,2025-12-03T23:53:30+00:00,W0179,,RAKE_COUPLING_COMPLETED,WS_02,WAITING,,
4313.5,2025-12-03T23:53:30+00:00,W0148,,RAKE_COUPLING_COMPLETED,WS_02,WAITING,,
4313.5,2025-12-03T23:53:30+00:00,W0179,,MOVING,WS_02,MOVING,,
4313.5,2025-12-03T23:53:30+00:00,W0148,,MOVING,WS_02,MOVING,,
4314.5,2025-12-03T23:54:30+00:00,W0156,,PARKED,parking14,PARKED,,
4318.0,2025-12-03T23:58:00+00:00,W0147,,ON_RETROFITTED_TRACK,retrofitted1,WAITING,,
4318.0,2025-12-03T23:58:00+00:00,W0157,,ON_RETROFITTED_TRACK,retrofitted1,WAITING,,
4318.5,2025-12-03T23:58:30+00:00,W0179,,ON_RETROFITTED_TRACK,retrofitted1,WAITING,,
4318.5,2025-12-03T23:58:30+00:00,W0148,,ON_RETROFITTED_TRACK,retrofitted1,WAITING,,
4333.0,2025-12-04T00:13:00+00:00,W0149,,MOVING,retrofit1,MOVING,,
4333.0,2025-12-04T00:13:00+00:00,W0187,,MOVING,retrofit1,MOVING,,
4333.5,2025-12-04T00:13:30+00:00,W0181,,MOVING,retrofit2,MOVING,,
4333.5,2025-12-04T00:13:30+00:00,W0182,,MOVING,retrofit2,MOVING,,
4338.0,2025-12-04T00:18:00+00:00,W0149,,AT_WORKSHOP,WS_01,ARRIVED,,
4338.0,2025-12-04T00:18:00+00:00,W0187,,AT_WORKSHOP,WS_01,ARRIVED,,
4338.5,2025-12-04T00:18:30+00:00,W0181,,AT_WORKSHOP,WS_02,ARRIVED,,
4338.5,2025-12-04T00:18:30+00:00,W0182,,AT_WORKSHOP,WS_02,ARRIVED,,
4344.0,2025-12-04T00:24:00+00:00,W0149,,RETROFIT_STARTED,WS_01,PROCESSING,,
4344.0,2025-12-04T00:24:00+00:00,W0187,,RETROFIT_STARTED,WS_01,PROCESSING,,
4344.5,2025-12-04T00:24:30+00:00,W0181,,RETROFIT_STARTED,WS_02,PROCESSING,,
4344.5,2025-12-04T00:24:30+00:00,W0182,,RETROFIT_STARTED,WS_02,PROCESSING,,
4361.0,2025-12-04T00:41:00+00:00,W0158,,RETROFIT_COMPLETED,WS_03,COMPLETED,,
4361.0,2025-12-04T00:41:00+00:00,W0180,,RETROFIT_COMPLETED,WS_03,COMPLETED,,
4366.5,2025-12-04T00:46:30+00:00,W0158,,RAKE_COUPLING_STARTED,WS_03,COUPLING,,
4366.5,2025-12-04T00:46:30+00:00,W0180,,RAKE_COUPLING_STARTED,WS_03,COUPLING,,
4368.5,2025-12-04T00:48:30+00:00,W0158,,RAKE_COUPLING_COMPLETED,WS_03,WAITING,,
4368.5,2025-12-04T00:48:30+00:00,W0180,,RAKE_COUPLING_COMPLETED,WS_03,WAITING,,
4368.5,2025-12-04T00:48:30+00:00,W0158,,MOVING,WS_03,MOVING,,
4368.5,2025-12-04T00:48:30+00:00,W0180,,MOVING,WS_03,MOVING,,
4372.0,2025-12-04T00:52:00+00:00,W0191,,RAKE_COUPLING_STARTED,collection2,COUPLING,,
4372.0,2025-12-04T00:52:00+00:00,W0192,,RAKE_COUPLING_STARTED,collection2,COUPLING,,
4372.0,2025-12-04T00:52:00+00:00,W0193,,RAKE_COUPLING_STARTED,collection2,COUPLING,,
4372.0,2025-12-04T00:52:00+00:00,W0194,,RAKE_COUPLING_STARTED,collection2,COUPLING,,
4372.0,2025-12-04T00:52:00+00:00,W0221,,RAKE_COUPLING_STARTED,collection2,COUPLING,,
4372.0,2025-12-04T00:52:00+00:00,W0224,,RAKE_COUPLING_STARTED,collection2,COUPLING,,
4373.5,2025-12-04T00:53:30+00:00,W0158,,ON_RETROFITTED_TRACK,retrofitted1,WAITING,,
