timestamp,datetime,event_type,resource_type,resource_id,details
360.0,2025-12-01T06:00:00+00:00,WagonARRIVEDEvent,wagon,W0001,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T1"", ""rejection_reason"": """", ""rejection_description"": """"}"
360.0,2025-12-01T06:00:00+00:00,WagonARRIVEDEvent,wagon,W0002,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T1"", ""rejection_reason"": """", ""rejection_description"": """"}"
360.0,2025-12-01T06:00:00+00:00,WagonARRIVEDEvent,wagon,W0003,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T1"", ""rejection_reason"": """", ""rejection_description"": """"}"
360.0,2025-12-01T06:00:00+00:00,WagonARRIVEDEvent,wagon,W0004,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T1"", ""rejection_reason"": """", ""rejection_description"": """"}"
360.0,2025-12-01T06:00:00+00:00,WagonARRIVEDEvent,wagon,W0005,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T1"", ""rejection_reason"": """", ""rejection_description"": """"}"
360.0,2025-12-01T06:00:00+00:00,WagonARRIVEDEvent,wagon,W0006,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T1"", ""rejection_reason"": """", ""rejection_description"": """"}"
360.0,2025-12-01T06:00:00+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_01,"{""from_location"": ""track_19"", ""to_location"": ""collection1"", ""purpose"": """"}"
420.0,2025-12-01T07:00:00+00:00,WagonRAKE_COUPLING_STARTEDEvent,wagon,W0001,"{""location"": ""collection1"", ""status"": ""COUPLING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
420.0,2025-12-01T07:00:00+00:00,WagonRAKE_COUPLING_STARTEDEvent,wagon,W0002,"{""location"": ""collection1"", ""status"": ""COUPLING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
420.0,2025-12-01T07:00:00+00:00,WagonRAKE_COUPLING_STARTEDEvent,wagon,W0003,"{""location"": ""collection1"", ""status"": ""COUPLING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
420.0,2025-12-01T07:00:00+00:00,WagonRAKE_COUPLING_STARTEDEvent,wagon,W0004,"{""location"": ""collection1"", ""status"": ""COUPLING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
420.0,2025-12-01T07:00:00+00:00,WagonRAKE_COUPLING_STARTEDEvent,wagon,W0005,"{""location"": ""collection1"", ""status"": ""COUPLING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
420.0,2025-12-01T07:00:00+00:00,WagonRAKE_COUPLING_STARTEDEvent,wagon,W0006,"{""location"": ""collection1"", ""status"": ""COUPLING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
420.0,2025-12-01T07:00:00+00:00,LocomotiveALLOCATEDEvent,locomotive,LOCO_01,"{""from_location"": """", ""to_location"": """", ""purpose"": ""batch_transport""}"
420.0,2025-12-01T07:00:00+00:00,BatchFormed,batch,BATCH_retrofit_6_2500866325680,"{""destination"": ""retrofit"", ""wagon_count"": 6, ""locomotive_id"": """", ""wagon_ids"": ""W0001,W0002,W0003,W0004,W0005,W0006""}"
433.0,2025-12-01T07:13:00+00:00,WagonMOVINGEvent,wagon,W0001,"{""location"": ""collection1"", ""status"": ""MOVING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
433.0,2025-12-01T07:13:00+00:00,WagonMOVINGEvent,wagon,W0002,"{""location"": ""collection1"", ""status"": ""MOVING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
433.0,2025-12-01T07:13:00+00:00,WagonMOVINGEvent,wagon,W0003,"{""location"": ""collection1"", ""status"": ""MOVING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
433.0,2025-12-01T07:13:00+00:00,WagonMOVINGEvent,wagon,W0004,"{""location"": ""collection1"", ""status"": ""MOVING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
433.0,2025-12-01T07:13:00+00:00,WagonMOVINGEvent,wagon,W0005,"{""location"": ""collection1"", ""status"": ""MOVING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
433.0,2025-12-01T07:13:00+00:00,WagonMOVINGEvent,wagon,W0006,"{""location"": ""collection1"", ""status"": ""MOVING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
433.0,2025-12-01T07:13:00+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_01,"{""from_location"": ""collection1"", ""to_location"": ""retrofit1"", ""purpose"": """"}"
433.0,2025-12-01T07:13:00+00:00,BatchTransportStarted,batch,BATCH_retrofit_6_2500866325680,"{""destination"": ""retrofit"", ""wagon_count"": 6, ""locomotive_id"": ""LOCO_01""}"
493.0,2025-12-01T08:13:00+00:00,WagonON_RETROFIT_TRACKEvent,wagon,W0001,"{""location"": ""retrofit1"", ""status"": ""WAITING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
493.0,2025-12-01T08:13:00+00:00,WagonON_RETROFIT_TRACKEvent,wagon,W0002,"{""location"": ""retrofit1"", ""status"": ""WAITING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
493.0,2025-12-01T08:13:00+00:00,WagonON_RETROFIT_TRACKEvent,wagon,W0003,"{""location"": ""retrofit1"", ""status"": ""WAITING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
493.0,2025-12-01T08:13:00+00:00,WagonON_RETROFIT_TRACKEvent,wagon,W0004,"{""location"": ""retrofit1"", ""status"": ""WAITING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
493.0,2025-12-01T08:13:00+00:00,WagonON_RETROFIT_TRACKEvent,wagon,W0005,"{""location"": ""retrofit1"", ""status"": ""WAITING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
493.0,2025-12-01T08:13:00+00:00,WagonON_RETROFIT_TRACKEvent,wagon,W0006,"{""location"": ""retrofit1"", ""status"": ""WAITING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
493.0,2025-12-01T08:13:00+00:00,BatchArrivedAtDestination,batch,BATCH_retrofit_6_2500866325680,"{""destination"": ""retrofit"", ""wagon_count"": 6, ""locomotive_id"": """"}"
495.0,2025-12-01T08:15:00+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_02,"{""from_location"": ""track_19"", ""to_location"": ""retrofit1"", ""purpose"": """"}"
495.0,2025-12-01T08:15:00+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_03,"{""from_location"": ""track_19"", ""to_location"": ""retrofit1"", ""purpose"": """"}"
495.0,2025-12-01T08:15:00+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_04,"{""from_location"": ""track_19"", ""to_location"": ""retrofit1"", ""purpose"": """"}"
503.0,2025-12-01T08:23:00+00:00,WagonMOVINGEvent,wagon,W0001,"{""location"": ""retrofit1"", ""status"": ""MOVING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
503.0,2025-12-01T08:23:00+00:00,WagonMOVINGEvent,wagon,W0002,"{""location"": ""retrofit1"", ""status"": ""MOVING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
503.0,2025-12-01T08:23:00+00:00,WagonMOVINGEvent,wagon,W0003,"{""location"": ""retrofit1"", ""status"": ""MOVING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
503.0,2025-12-01T08:23:00+00:00,WagonMOVINGEvent,wagon,W0004,"{""location"": ""retrofit1"", ""status"": ""MOVING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
503.0,2025-12-01T08:23:00+00:00,WagonMOVINGEvent,wagon,W0005,"{""location"": ""retrofit1"", ""status"": ""MOVING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
503.0,2025-12-01T08:23:00+00:00,WagonMOVINGEvent,wagon,W0006,"{""location"": ""retrofit1"", ""status"": ""MOVING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
503.0,2025-12-01T08:23:00+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_02,"{""from_location"": ""retrofit1"", ""to_location"": ""WS_01"", ""purpose"": """"}"
503.0,2025-12-01T08:23:00+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_03,"{""from_location"": ""retrofit1"", ""to_location"": ""WS_02"", ""purpose"": """"}"
503.0,2025-12-01T08:23:00+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_04,"{""from_location"": ""retrofit1"", ""to_location"": ""WS_03"", ""purpose"": """"}"
508.0,2025-12-01T08:28:00+00:00,WagonAT_WORKSHOPEvent,wagon,W0001,"{""location"": ""WS_01"", ""status"": ""ARRIVED"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
508.0,2025-12-01T08:28:00+00:00,WagonAT_WORKSHOPEvent,wagon,W0002,"{""location"": ""WS_01"", ""status"": ""ARRIVED"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
508.0,2025-12-01T08:28:00+00:00,WagonAT_WORKSHOPEvent,wagon,W0003,"{""location"": ""WS_02"", ""status"": ""ARRIVED"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
508.0,2025-12-01T08:28:00+00:00,WagonAT_WORKSHOPEvent,wagon,W0004,"{""location"": ""WS_02"", ""status"": ""ARRIVED"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
508.0,2025-12-01T08:28:00+00:00,WagonAT_WORKSHOPEvent,wagon,W0005,"{""location"": ""WS_03"", ""status"": ""ARRIVED"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
508.0,2025-12-01T08:28:00+00:00,WagonAT_WORKSHOPEvent,wagon,W0006,"{""location"": ""WS_03"", ""status"": ""ARRIVED"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
514.0,2025-12-01T08:34:00+00:00,WagonRETROFIT_STARTEDEvent,wagon,W0001,"{""location"": ""WS_01"", ""status"": ""PROCESSING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
514.0,2025-12-01T08:34:00+00:00,WagonRETROFIT_STARTEDEvent,wagon,W0002,"{""location"": ""WS_01"", ""status"": ""PROCESSING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
514.0,2025-12-01T08:34:00+00:00,WagonRETROFIT_STARTEDEvent,wagon,W0003,"{""location"": ""WS_02"", ""status"": ""PROCESSING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
514.0,2025-12-01T08:34:00+00:00,WagonRETROFIT_STARTEDEvent,wagon,W0004,"{""location"": ""WS_02"", ""status"": ""PROCESSING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
514.0,2025-12-01T08:34:00+00:00,WagonRETROFIT_STARTEDEvent,wagon,W0005,"{""location"": ""WS_03"", ""status"": ""PROCESSING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
514.0,2025-12-01T08:34:00+00:00,WagonRETROFIT_STARTEDEvent,wagon,W0006,"{""location"": ""WS_03"", ""status"": ""PROCESSING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
514.0,2025-12-01T08:34:00+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_02,"{""from_location"": ""WS_01"", ""to_location"": ""track_19"", ""purpose"": """"}"
514.0,2025-12-01T08:34:00+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_03,"{""from_location"": ""WS_02"", ""to_location"": ""track_19"", ""purpose"": """"}"
514.0,2025-12-01T08:34:00+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_04,"{""from_location"": ""WS_03"", ""to_location"": ""track_19"", ""purpose"": """"}"
526.0,2025-12-01T08:46:00+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_01,"{""from_location"": ""retrofit1"", ""to_location"": ""track_19"", ""purpose"": """"}"
531.0,2025-12-01T08:51:00+00:00,LocomotivePARKINGEvent,locomotive,LOCO_01,"{""from_location"": """", ""to_location"": """", ""purpose"": """"}"
574.0,2025-12-01T09:34:00+00:00,WagonRETROFIT_COMPLETEDEvent,wagon,W0001,"{""location"": ""WS_01"", ""status"": ""COMPLETED"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
574.0,2025-12-01T09:34:00+00:00,WagonRETROFIT_COMPLETEDEvent,wagon,W0002,"{""location"": ""WS_01"", ""status"": ""COMPLETED"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
574.0,2025-12-01T09:34:00+00:00,WagonRETROFIT_COMPLETEDEvent,wagon,W0003,"{""location"": ""WS_02"", ""status"": ""COMPLETED"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
574.0,2025-12-01T09:34:00+00:00,WagonRETROFIT_COMPLETEDEvent,wagon,W0004,"{""location"": ""WS_02"", ""status"": ""COMPLETED"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
574.0,2025-12-01T09:34:00+00:00,WagonRETROFIT_COMPLETEDEvent,wagon,W0005,"{""location"": ""WS_03"", ""status"": ""COMPLETED"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
574.0,2025-12-01T09:34:00+00:00,WagonRETROFIT_COMPLETEDEvent,wagon,W0006,"{""location"": ""WS_03"", ""status"": ""COMPLETED"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
574.5,2025-12-01T09:34:30+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_02,"{""from_location"": ""track_19"", ""to_location"": ""WS_01"", ""purpose"": """"}"
574.5,2025-12-01T09:34:30+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_03,"{""from_location"": ""track_19"", ""to_location"": ""WS_02"", ""purpose"": """"}"
574.5,2025-12-01T09:34:30+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_04,"{""from_location"": ""track_19"", ""to_location"": ""WS_03"", ""purpose"": """"}"
579.5,2025-12-01T09:39:30+00:00,WagonRAKE_COUPLING_STARTEDEvent,wagon,W0001,"{""location"": ""WS_01"", ""status"": ""COUPLING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
579.5,2025-12-01T09:39:30+00:00,WagonRAKE_COUPLING_STARTEDEvent,wagon,W0002,"{""location"": ""WS_01"", ""status"": ""COUPLING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
579.5,2025-12-01T09:39:30+00:00,WagonRAKE_COUPLING_STARTEDEvent,wagon,W0003,"{""location"": ""WS_02"", ""status"": ""COUPLING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
579.5,2025-12-01T09:39:30+00:00,WagonRAKE_COUPLING_STARTEDEvent,wagon,W0004,"{""location"": ""WS_02"", ""status"": ""COUPLING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
579.5,2025-12-01T09:39:30+00:00,WagonRAKE_COUPLING_STARTEDEvent,wagon,W0005,"{""location"": ""WS_03"", ""status"": ""COUPLING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
579.5,2025-12-01T09:39:30+00:00,WagonRAKE_COUPLING_STARTEDEvent,wagon,W0006,"{""location"": ""WS_03"", ""status"": ""COUPLING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
581.5,2025-12-01T09:41:30+00:00,WagonRAKE_COUPLING_COMPLETEDEvent,wagon,W0001,"{""location"": ""WS_01"", ""status"": ""WAITING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
581.5,2025-12-01T09:41:30+00:00,WagonRAKE_COUPLING_COMPLETEDEvent,wagon,W0002,"{""location"": ""WS_01"", ""status"": ""WAITING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
581.5,2025-12-01T09:41:30+00:00,WagonMOVINGEvent,wagon,W0001,"{""location"": ""WS_01"", ""status"": ""MOVING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
581.5,2025-12-01T09:41:30+00:00,WagonMOVINGEvent,wagon,W0002,"{""location"": ""WS_01"", ""status"": ""MOVING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
581.5,2025-12-01T09:41:30+00:00,WagonRAKE_COUPLING_COMPLETEDEvent,wagon,W0003,"{""location"": ""WS_02"", ""status"": ""WAITING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
581.5,2025-12-01T09:41:30+00:00,WagonRAKE_COUPLING_COMPLETEDEvent,wagon,W0004,"{""location"": ""WS_02"", ""status"": ""WAITING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
581.5,2025-12-01T09:41:30+00:00,WagonMOVINGEvent,wagon,W0003,"{""location"": ""WS_02"", ""status"": ""MOVING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
581.5,2025-12-01T09:41:30+00:00,WagonMOVINGEvent,wagon,W0004,"{""location"": ""WS_02"", ""status"": ""MOVING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
581.5,2025-12-01T09:41:30+00:00,WagonRAKE_COUPLING_COMPLETEDEvent,wagon,W0005,"{""location"": ""WS_03"", ""status"": ""WAITING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
581.5,2025-12-01T09:41:30+00:00,WagonRAKE_COUPLING_COMPLETEDEvent,wagon,W0006,"{""location"": ""WS_03"", ""status"": ""WAITING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
581.5,2025-12-01T09:41:30+00:00,WagonMOVINGEvent,wagon,W0005,"{""location"": ""WS_03"", ""status"": ""MOVING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
581.5,2025-12-01T09:41:30+00:00,WagonMOVINGEvent,wagon,W0006,"{""location"": ""WS_03"", ""status"": ""MOVING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
581.5,2025-12-01T09:41:30+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_02,"{""from_location"": ""WS_01"", ""to_location"": ""retrofitted1"", ""purpose"": """"}"
581.5,2025-12-01T09:41:30+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_03,"{""from_location"": ""WS_02"", ""to_location"": ""retrofitted1"", ""purpose"": """"}"
581.5,2025-12-01T09:41:30+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_04,"{""from_location"": ""WS_03"", ""to_location"": ""retrofitted1"", ""purpose"": """"}"
586.5,2025-12-01T09:46:30+00:00,WagonON_RETROFITTED_TRACKEvent,wagon,W0001,"{""location"": ""retrofitted1"", ""status"": ""WAITING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
586.5,2025-12-01T09:46:30+00:00,WagonON_RETROFITTED_TRACKEvent,wagon,W0002,"{""location"": ""retrofitted1"", ""status"": ""WAITING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
586.5,2025-12-01T09:46:30+00:00,WagonON_RETROFITTED_TRACKEvent,wagon,W0003,"{""location"": ""retrofitted1"", ""status"": ""WAITING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
586.5,2025-12-01T09:46:30+00:00,WagonON_RETROFITTED_TRACKEvent,wagon,W0004,"{""location"": ""retrofitted1"", ""status"": ""WAITING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
586.5,2025-12-01T09:46:30+00:00,WagonON_RETROFITTED_TRACKEvent,wagon,W0005,"{""location"": ""retrofitted1"", ""status"": ""WAITING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
586.5,2025-12-01T09:46:30+00:00,WagonON_RETROFITTED_TRACKEvent,wagon,W0006,"{""location"": ""retrofitted1"", ""status"": ""WAITING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
586.5,2025-12-01T09:46:30+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_02,"{""from_location"": ""retrofitted1"", ""to_location"": ""track_19"", ""purpose"": """"}"
586.5,2025-12-01T09:46:30+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_03,"{""from_location"": ""retrofitted1"", ""to_location"": ""track_19"", ""purpose"": """"}"
586.5,2025-12-01T09:46:30+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_04,"{""from_location"": ""retrofitted1"", ""to_location"": ""track_19"", ""purpose"": """"}"
586.5,2025-12-01T09:46:30+00:00,LocomotiveALLOCATEDEvent,locomotive,LOCO_01,"{""from_location"": """", ""to_location"": """", ""purpose"": ""batch_transport""}"
586.5,2025-12-01T09:46:30+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_01,"{""from_location"": ""track_19"", ""to_location"": ""retrofitted1"", ""purpose"": """"}"
586.5,2025-12-01T09:46:30+00:00,BatchFormed,batch,BATCH_parking10_6_2500866325680,"{""destination"": ""parking10"", ""wagon_count"": 6, ""locomotive_id"": """", ""wagon_ids"": ""W0001,W0002,W0003,W0004,W0005,W0006""}"
591.5,2025-12-01T09:51:30+00:00,BatchTransportStarted,batch,BATCH_parking10_6_2500866325680,"{""destination"": ""parking10"", ""wagon_count"": 6, ""locomotive_id"": ""LOCO_01""}"
595.5,2025-12-01T09:55:30+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_01,"{""from_location"": ""retrofitted1"", ""to_location"": ""parking10"", ""purpose"": """"}"
648.0,2025-12-01T10:48:00+00:00,WagonARRIVEDEvent,wagon,W0007,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T2"", ""rejection_reason"": """", ""rejection_description"": """"}"
648.0,2025-12-01T10:48:00+00:00,WagonARRIVEDEvent,wagon,W0008,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T2"", ""rejection_reason"": """", ""rejection_description"": """"}"
648.0,2025-12-01T10:48:00+00:00,WagonARRIVEDEvent,wagon,W0009,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T2"", ""rejection_reason"": """", ""rejection_description"": """"}"
648.0,2025-12-01T10:48:00+00:00,WagonARRIVEDEvent,wagon,W0010,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T2"", ""rejection_reason"": """", ""rejection_description"": """"}"
648.0,2025-12-01T10:48:00+00:00,WagonARRIVEDEvent,wagon,W0011,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T2"", ""rejection_reason"": """", ""rejection_description"": """"}"
648.0,2025-12-01T10:48:00+00:00,WagonARRIVEDEvent,wagon,W0012,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T2"", ""rejection_reason"": """", ""rejection_description"": """"}"
648.0,2025-12-01T10:48:00+00:00,WagonARRIVEDEvent,wagon,W0013,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T2"", ""rejection_reason"": """", ""rejection_description"": """"}"
648.0,2025-12-01T10:48:00+00:00,WagonARRIVEDEvent,wagon,W0014,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T2"", ""rejection_reason"": """", ""rejection_description"": """"}"
648.0,2025-12-01T10:48:00+00:00,WagonARRIVEDEvent,wagon,W0015,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T2"", ""rejection_reason"": """", ""rejection_description"": """"}"
648.0,2025-12-01T10:48:00+00:00,WagonARRIVEDEvent,wagon,W0016,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T2"", ""rejection_reason"": """", ""rejection_description"": """"}"
648.0,2025-12-01T10:48:00+00:00,WagonARRIVEDEvent,wagon,W0017,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T2"", ""rejection_reason"": """", ""rejection_description"": """"}"
648.0,2025-12-01T10:48:00+00:00,WagonARRIVEDEvent,wagon,W0018,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T2"", ""rejection_reason"": """", ""rejection_description"": """"}"
648.0,2025-12-01T10:48:00+00:00,WagonARRIVEDEvent,wagon,W0019,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T2"", ""rejection_reason"": """", ""rejection_description"": """"}"
648.0,2025-12-01T10:48:00+00:00,WagonARRIVEDEvent,wagon,W0020,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T2"", ""rejection_reason"": """", ""rejection_description"": """"}"
648.0,2025-12-01T10:48:00+00:00,WagonARRIVEDEvent,wagon,W0021,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T2"", ""rejection_reason"": """", ""rejection_description"": """"}"
648.0,2025-12-01T10:48:00+00:00,WagonARRIVEDEvent,wagon,W0022,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T2"", ""rejection_reason"": """", ""rejection_description"": """"}"
648.0,2025-12-01T10:48:00+00:00,WagonARRIVEDEvent,wagon,W0023,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T2"", ""rejection_reason"": """", ""rejection_description"": """"}"
648.0,2025-12-01T10:48:00+00:00,WagonARRIVEDEvent,wagon,W0024,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T2"", ""rejection_reason"": """", ""rejection_description"": """"}"
648.0,2025-12-01T10:48:00+00:00,WagonARRIVEDEvent,wagon,W0025,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T2"", ""rejection_reason"": """", ""rejection_description"": """"}"
648.0,2025-12-01T10:48:00+00:00,WagonARRIVEDEvent,wagon,W0026,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T2"", ""rejection_reason"": """", ""rejection_description"": """"}"
648.0,2025-12-01T10:48:00+00:00,WagonARRIVEDEvent,wagon,W0027,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T2"", ""rejection_reason"": """", ""rejection_description"": """"}"
648.0,2025-12-01T10:48:00+00:00,WagonARRIVEDEvent,wagon,W0028,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T2"", ""rejection_reason"": """", ""rejection_description"": """"}"
648.0,2025-12-01T10:48:00+00:00,WagonARRIVEDEvent,wagon,W0029,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T2"", ""rejection_reason"": """", ""rejection_description"": """"}"
648.0,2025-12-01T10:48:00+00:00,WagonARRIVEDEvent,wagon,W0030,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T2"", ""rejection_reason"": """", ""rejection_description"": """"}"
648.0,2025-12-01T10:48:00+00:00,WagonARRIVEDEvent,wagon,W0031,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T2"", ""rejection_reason"": """", ""rejection_description"": """"}"
648.0,2025-12-01T10:48:00+00:00,WagonARRIVEDEvent,wagon,W0032,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T2"", ""rejection_reason"": """", ""rejection_description"": """"}"
648.0,2025-12-01T10:48:00+00:00,WagonARRIVEDEvent,wagon,W0033,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T2"", ""rejection_reason"": """", ""rejection_description"": """"}"
648.0,2025-12-01T10:48:00+00:00,WagonARRIVEDEvent,wagon,W0034,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T2"", ""rejection_reason"": """", ""rejection_description"": """"}"
